date,nav,scheme_code,scheme_name,fund_house,scheme_category,normalized
2013-01-24,103.1411,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.13125461745395
2013-01-28,103.2351,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.2225115260388
2013-01-29,102.9384,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.93446977309067
2013-01-30,102.959,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.95446862752522
2013-01-31,102.9778,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.9727200092422
2013-02-01,102.9976,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.9919422091356
2013-02-04,103.0659,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.05824909058607
2013-02-05,103.0886,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.08028666319115
2013-02-06,103.1119,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.10290672670207
2013-02-07,103.1356,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.12591511748356
2013-02-08,103.1594,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.14902059008271
2013-02-11,103.2303,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.21785159879192
2013-02-12,103.2523,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.2392095986735
2013-02-13,103.2745,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.26076176219033
2013-02-14,103.2937,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.27940147117788
2013-02-15,102.9522,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.94786706392549
2013-02-18,103.0229,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.0165039089994
2013-02-20,103.0725,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.06465649055055
2013-02-21,103.0965,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.08795612678499
2013-02-22,103.1226,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.11329448118991
2013-02-25,103.1919,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.18057218081684
2013-02-26,103.2097,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.19785274435736
2013-02-27,103.2322,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.21969615332715
2013-02-28,103.254,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.24085998957341
2013-03-01,102.9714,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.96650677291301
2013-03-04,103.0478,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.0406772815926
2013-03-05,103.0786,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.07057848142678
2013-03-06,103.1012,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.09251897221422
2013-03-07,103.129,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.1195077175191
2013-03-08,103.1462,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.13620579015377
2013-03-11,103.2199,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.207755089757
2013-03-12,103.251,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.23794753504411
2013-03-13,103.2884,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.27425613484277
2013-03-14,103.34,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.32435035274679
2013-03-15,102.9975,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.99184512731796
2013-03-18,103.0355,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.02873621802246
2013-03-19,103.0632,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.0556278815097
2013-03-20,103.1016,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.09290729948479
2013-03-21,103.157,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.14669062645925
2013-03-22,103.1891,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.17785388992282
2013-03-25,103.2114,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.1995031352573
2013-03-26,103.2285,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.21610412607434
2013-03-28,103.2633,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.24988859861426
2013-04-02,103.2626,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.24920902589075
2013-04-03,103.3274,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.31211804372371
2013-04-04,103.4096,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.39191929782662
2013-04-05,103.4164,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.39852086142638
2013-04-08,103.462,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.4427901702718
2013-04-09,103.4716,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.45211002476557
2013-04-10,103.4653,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.44599387025404
2013-04-12,103.5704,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.54802686059732
2013-04-15,103.6711,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.64578825096426
2013-04-16,103.0719,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.06407399964469
2013-04-17,103.0866,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.07834502683826
2013-04-18,103.1589,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.14853518099449
2013-04-22,103.216,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.2039688988689
2013-04-23,103.2481,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.23513216233245
2013-04-25,103.2947,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.28037228935432
2013-04-26,103.3139,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.29901199834185
2013-04-29,103.3845,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.36755176159814
2013-04-30,103.0655,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.05786076331549
2013-05-02,103.2057,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.19396947165163
2013-05-03,103.2082,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.19639651709271
2013-05-06,103.2821,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.26813998033121
2013-05-07,103.3087,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.29396374382439
2013-05-08,103.3404,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.32473868001738
2013-05-09,103.3949,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.37764827063306
2013-05-10,103.4157,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.39784128870288
2013-05-13,103.4824,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.46259486107107
2013-05-14,103.5159,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.49511726998162
2013-05-15,103.113,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.10397462669614
2013-05-16,103.141,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.13115753563632
2013-05-17,103.1745,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.16367994454686
2013-05-20,103.2356,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.22299693512703
2013-05-21,103.2444,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.23154013507965
2013-05-22,103.2698,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.25619891676108
2013-05-23,103.2705,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.25687848948458
2013-05-24,103.2834,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.2694020439606
2013-05-27,103.349,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.33308771633469
2013-05-28,103.3617,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.34541710717542
2013-05-29,103.0877,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.07941292683235
2013-05-30,103.1152,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.10611042668431
2013-05-31,103.1296,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.12009020842495
2013-06-03,103.1984,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.18688249896366
2013-06-04,103.225,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.21270626245682
2013-06-05,103.2598,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.24649073499673
2013-06-06,103.2957,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.28134310753073
2013-06-07,103.3194,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.30435149831224
2013-06-10,103.3704,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.3538632253104
2013-06-11,103.3832,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.36628969796875
2013-06-12,103.3913,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.3741533251979
2013-06-13,103.4056,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.38803602512091
2013-06-14,103.4267,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.40852028864366
2013-06-17,103.154,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.14377817192995
2013-06-18,103.221,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.20882298975108
2013-06-19,103.2602,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.24687906226731
2013-06-20,103.2642,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.25076233497305
2013-06-21,103.2992,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.28474097114825
2013-06-24,103.3469,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.33104899816419
2013-06-25,103.3595,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.34328130718725
2013-06-26,103.3772,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.36046478891015
2013-06-27,103.3957,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.37842492517419
2013-06-28,103.4072,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.3895893342032
2013-07-02,103.2075,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.19571694436921
2013-07-03,103.2267,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.21435665335676
2013-07-04,103.265,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.2515389895142
2013-07-05,103.2854,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.27134368031345
2013-07-08,103.3431,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.32735988909374
2013-07-09,103.368,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.35153326168695
2013-07-10,103.3886,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.37153211612151
2013-07-11,103.4083,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.39065723419726
2013-07-12,103.4314,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.4130831340729
2013-07-15,103.4995,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.4791958518881
2013-07-16,102.6046,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.61041066579682
2013-07-17,102.7023,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.70525960163447
2013-07-18,102.8496,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.84826111902328
2013-07-19,102.8672,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.86534751892853
2013-07-22,102.9274,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.92379077314989
2013-07-23,102.8344,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.83350468274148
2013-07-24,102.6244,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.62963286569021
2013-07-25,102.6991,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.70215298346989
2013-07-26,102.7573,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.75865460133836
2013-07-29,102.8554,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.85389186444661
2013-07-30,102.8875,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.88505512791015
2013-07-31,102.9055,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.90252985508599
2013-08-01,102.9596,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,99.95505111843107
2013-08-02,103.0101,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.00407743634103
2013-08-05,103.1389,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.12911881746581
2013-08-06,103.1471,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.13707952651255
2013-08-07,103.1785,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.1675632172526
2013-08-08,103.2116,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.19969729889259
2013-08-12,103.2958,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.28144018934837
2013-08-13,103.3152,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.30027406197121
2013-08-14,103.364,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.34764998898122
2013-08-16,103.1558,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.14552564464755
2013-08-19,103.207,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.19523153528098
2013-08-20,103.2086,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.1967848443633
2013-08-21,103.3135,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.29862367107127
2013-08-22,103.3345,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.3190108527764
2013-08-23,103.3768,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.36007646163958
2013-08-26,103.4776,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.45793493382419
2013-08-27,103.4881,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.46812852467674
2013-08-28,103.4713,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.45181877931263
2013-08-29,103.1588,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.14843809917684
2013-08-30,103.214,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.20202726251603
2013-09-02,103.3253,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.3100793255532
2013-09-03,103.3815,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.36463930706881
2013-09-04,103.4408,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.42220882493139
2013-09-05,103.5445,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.52288266982767
2013-09-06,103.5778,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.55521091510292
2013-09-10,103.7133,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.68675677800981
2013-09-11,103.7462,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.7186966960145
2013-09-12,103.7831,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.75451988672495
2013-09-13,103.8036,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.77442165934185
2013-09-16,103.8949,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.86305735885034
2013-09-17,103.2261,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.2137741624509
2013-09-18,103.3108,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.2960024619949
2013-09-19,103.4545,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.43550903394853
2013-09-20,103.5346,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.51327156988094
2013-09-23,103.594,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.57093816956116
2013-09-24,103.6,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.57676307861978
2013-09-25,103.6534,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.62860476924138
2013-09-26,103.6866,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.660835932699
2013-09-27,103.724,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.69714453249765
2013-09-30,103.7595,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.7316085777611
2013-10-01,103.2655,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.25202439860243
2013-10-03,103.3443,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.32852487090545
2013-10-04,103.4092,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.39153097055606
2013-10-07,103.5211,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.5001655244991
2013-10-08,103.7122,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.68568887801572
2013-10-09,103.7191,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.69238752343313
2013-10-10,103.7396,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.71228929605003
2013-10-11,103.7572,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.72937569595528
2013-10-14,103.8303,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.80034250465263
2013-10-15,103.2589,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.24561699863794
2013-10-17,103.3326,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.31716629824118
2013-10-18,103.3672,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.3507566071458
2013-10-21,103.4516,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.43269366123688
2013-10-22,103.4859,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.46599272468859
2013-10-23,103.4986,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.4783221155293
2013-10-24,103.5248,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.50375755175189
2013-10-25,103.5569,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.53492081521544
2013-10-28,103.6375,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.61316876023606
2013-10-29,103.332,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.3165838073353
2013-10-30,103.3571,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.34095134356383
2013-10-31,103.3858,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.36881382522749
2013-11-01,103.3966,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.37929866153299
2013-11-05,103.4962,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.47599215190587
2013-11-06,103.5239,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.50288381539309
2013-11-07,103.5073,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.48676823366428
2013-11-08,103.5326,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.51132993352809
2013-11-11,103.5975,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.57433603317868
2013-11-12,103.6068,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.58336464221954
2013-11-13,103.6314,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.6072467693598
2013-11-14,103.6701,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.64481743278783
2013-11-18,103.396,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.37871617062713
2013-11-19,103.4355,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.4170634885963
2013-11-20,103.4681,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.44871216114807
2013-11-21,103.474,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.45443998838901
2013-11-22,103.5041,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.4836616154997
2013-11-25,103.6001,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.57686016043742
2013-11-26,103.6402,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.61578996931243
2013-11-27,103.7259,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.69898908703288
2013-11-28,103.7346,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.70743520516785
2013-11-29,103.3436,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.32784529818194
2013-12-02,103.4284,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.4101706795436
2013-12-03,103.4693,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.44987714295978
2013-12-04,103.4962,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.47599215190587
2013-12-05,103.5545,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.532590851592
2013-12-06,103.5593,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.53725077883887
2013-12-09,103.618,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.59423780579559
2013-12-10,103.6308,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.60666427845395
2013-12-11,103.6643,,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,,,100.63918668736451
